Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
Hillaryclinton and their followers are nervous of a berniesanders millennials saying yes to a woman potus jillstein not warmonger,0,1,0,1,0,0,0,0,0,0,0
Debates2016 asktrumponequestion why do you bully and insult people so much more than any other candidate in history not leadership,1,0,1,0,0,0,0,0,1,0,0
"Part of debunking panic is the idea that either a physical symptom , negative thought , or a behavior begins the vicious cycle cbtworks",0,0,0,1,0,0,0,0,0,0,0
The other 26 was last night at 2am while i watched the balls i animated bounce for 20 minutes figuring out what was wrong,0,1,1,0,0,0,0,0,0,0,0
Fosu-mensa is having a nightmare 15 minutes difference between premier league reserves and league 1 is still wide,0,0,1,1,0,0,0,1,0,0,0
A presentations propensity for hilarity plays a large part in determining it is funny/offensive ratio and how well such thoughts will go over,0,0,1,0,1,0,0,0,0,1,0
No the flavour of danish is far better but danish pastry can be daunting to make,0,0,0,1,0,0,0,0,0,0,0
The single tear is him being joyous that he is deleted the monster that has brought generations of despair,0,0,0,0,1,0,0,0,0,0,0
Watched tna for the first time in a long time what the hell happened to the hardyboys impactonpop wwe,0,0,0,0,0,0,0,0,1,0,0
Watch this amazing  broadcast by musically,0,0,0,0,1,0,1,0,0,0,0
"Ever been really lonely and your phone keeps blowing up , but you just can�t pick it up and respond to people recluse issues",0,0,1,0,0,0,0,0,1,0,0
The new gun emoji in i O S10 is not enough to show the anger i have towards a number of things,1,0,1,0,0,0,0,0,0,0,0
Trump presidency-a dark age for the usa and the world he would most definitely take us to war short and long term pain,1,0,1,0,0,0,0,1,1,0,0
"I had golden ocean the other day it was lush , then i gagged and was sick  what a waste of �20 i was fuming i miss you",1,0,1,0,0,0,0,0,1,0,0
Bows are world of tank creats rubberbath sting weeks of,0,0,0,0,0,0,0,0,0,0,0
Had a conversion with a random fellow passenger on a melbourne yesterday evening youwouldntreadaboutit,0,0,0,0,1,0,1,0,0,0,0
They gon na give this kk police bitch the minimum  wattch angry,1,0,1,0,0,0,0,0,1,0,0
Fuck me   the fuuck did i just watch stageschool is awful   that flatters it shocking,1,0,1,0,0,0,0,0,0,0,0
Take my kindness for weakness when you acting silly keeping it 100 ai not your fort� breezy chrisbrown teambreezy,0,0,1,0,1,0,1,0,0,0,0
U fucked my house up i shall always hold a grudge,1,0,1,0,0,0,0,0,0,0,0
"Stars , when you shine , you know how i  scent of the pine , you know how i  freedom is mine , i know how i  i am feelin ' good",0,0,0,0,1,0,1,0,0,0,0
You are right choice i had to slam him he is one ignorant man and i really resent that statement don king is an embarrassment,1,0,1,0,0,0,0,0,0,0,0
Also your car hahahah 'oh we have broken down lem me just rearrange the car quickly ' nightmare,0,0,0,1,0,0,0,0,1,0,0
"I try not to let my anger seep into reviews , but i resent having my time wasted on books like that time is precious",1,0,1,0,0,0,0,0,0,0,0
Y'all had crackheads in the islands i do not know why i find that so interesting and shocking,0,1,1,0,1,0,1,0,0,1,0
"He who is slow to anger is better than the mighty , and he who rules his spirit than he who takes a  p16 bibleverse pride anger",1,0,1,0,0,0,0,0,0,0,0
Watch this amazing  broadcast by lively musically,0,0,0,0,1,0,0,0,0,0,0
You seriously need to pop out of some curtains while matt is filming to scare the bejesus out of him,0,1,0,1,1,0,1,0,0,0,0
Ok it really just sunk in that i am seeing the in a few  wow,0,1,0,0,1,0,0,0,0,1,0
"You can tell the camp is not happy purely through bojan and  both normally fab guys , yet completely dejected something is not ",1,0,1,0,0,0,0,0,1,0,0
That old lady is cray cray scared bellaissocute empire,0,0,1,1,0,0,0,0,0,0,0
I might not pay for my own health insurance but i do like sparkling water and brussels sprouts now so i think i am an adult,0,1,0,0,1,0,1,0,0,0,0
But it is so aesthetically pleasing omg,0,0,0,0,1,1,1,0,0,0,0
Reflection : the grind has been so real working 2 jobs and being in school ksudsm ksu recruiter instructor tumble gradschool,0,1,0,0,0,0,1,0,0,0,0
Congrats to nicole bb18  fix that nose now bitter petty,0,0,1,0,0,0,0,0,0,0,0
You are all our angelic comrades flutter,0,0,0,0,1,0,1,0,0,0,0
Am a very old person i can not handle some stuff   i just left her there  get back to me when you are sober,0,1,0,0,0,0,0,0,0,0,0
It is old sadly,0,0,0,0,0,0,0,1,1,0,0
Depressing,0,0,1,0,0,0,0,1,1,0,0
There goes the butterflies in my stomach nervous anxietyproblems,0,0,0,1,0,0,0,0,0,0,0
"Hi monica , i write regularly for but not on bees never dared try them buzz honey",0,0,0,0,1,0,0,0,0,0,0
Grim should find broken matt hardy because he can delete everything lol,0,0,0,0,1,0,0,0,0,0,1
Some people already talks about halloween you shall get some dark music to go with it gothic bloody halloweenhorrornights,0,0,0,1,0,0,0,0,0,0,0
It is now september and we are still battling a situation that was said to be handled march of this year this is unacceptable unhappy,1,0,0,0,0,0,0,0,1,0,0
My life went from happy to ,0,0,0,0,0,0,0,0,1,0,0
What a fucking muppet fuming stalker,1,0,0,0,0,0,0,0,0,0,0
Forever angry that gh ruined molly and morgan is bond/friendship bitter,1,0,1,0,0,0,0,0,1,0,0
Not giving a fuck is better than revenge,1,0,1,0,0,0,0,0,0,0,0
So i just opened this message brooke sent me got me i am weak as the fuck she is a fucking bully for no reason,1,0,1,0,0,0,0,0,0,0,0
"Gundlach calling for rounding top , doom and gloom , 15 % down move",0,0,1,0,0,0,0,0,1,0,0
"Luke 1 he will be a joy and delight to you , and many will rejoice because of his birth",0,0,0,0,1,1,1,0,0,0,0
Sadly there is constitutional right to have abortion yet there is constitutional right to life safety net protects those rights,0,0,0,0,0,0,0,0,1,0,0
"And to discriminate only generates hate and when you hate then you are bound to get irate ,",1,0,1,0,0,0,0,0,0,0,0
"Ah , but once i got it to work , there was much rejoicing lol thanks will get it to do taht now",0,0,0,0,1,0,1,0,0,0,0
"Pet 4 but the end of all things is at hand : be ye therefore sober , and watch unto prayer",0,0,0,0,0,0,1,0,1,0,0
I am inconsolable at this gif in context,0,1,1,0,0,0,0,0,1,1,0
And apparently he is supposed to have a scottish accent i am offended,1,0,1,0,0,0,0,0,0,0,0
"So depressing to watch news , today out of 100 bullet news 10 were of rape what is wrong with people india shameless depressing",1,0,1,0,0,0,0,1,1,0,0
I would just give her with their naked body,0,1,0,0,0,0,1,0,0,1,0
Getting ready to open the tastings at whisky shop dufftown autumn festival panic murraymcdavid whisky drams,0,1,0,1,1,0,0,0,0,0,0
Lmao awe ,0,0,0,0,1,0,1,0,0,0,0
Both trump + king are relentless self-promoters who do not give a rip about anyone else a perfect match for both donalds,1,0,1,0,0,0,0,0,0,0,0
"This is the day you have made , let us rehoi rejoice and be glad with all that i am aja good morning",0,0,0,0,1,1,0,0,0,0,0
I do not get how people can leave their phone on do not disturb all day  does your mom not threaten you when you do not respond within seconds,1,0,1,0,0,0,0,0,0,1,0
Feeling worthless as always,0,0,0,0,0,0,0,1,1,0,0
"Lmboo , using my nephew for meme",0,0,0,0,1,0,0,0,0,0,0
So now  yeah i am home  still feeling mixed up inside and kinda gloomy but a little more optimistic that i shall figure this out,0,0,0,0,1,0,1,0,1,0,0
Miss my lil caramel delight,0,0,0,0,1,1,0,0,1,0,0
I stayed at a hotel who packed picnic lunches to take on the road bettertogether,0,0,0,0,1,0,0,0,0,0,0
So true and well said it seems ve old fashioned looking back on it i liked robbie on tv not loving all these movies aghast,1,0,1,0,0,0,0,0,1,0,0
"False alarm , she is not coming out today",0,0,0,0,0,0,0,0,1,0,0
Taguchi engineering fashionable hale and hearty little game optimization : mqnaocu,0,0,0,0,0,0,0,0,0,0,0
"How many tweets is that now how fast was i going god , i love being sober and intelligent",0,0,0,0,1,0,1,0,0,0,1
Overwhelming sadness this too shall pass lost lonley startingover,0,0,1,0,0,0,0,1,1,0,0
Mm nothing like a good old fashioned panic induced cry on your living room floor,0,0,0,1,0,0,0,0,1,0,0
X D D it is a song that can not be weary ( ),0,1,0,0,1,0,1,0,0,0,0
I am so starved for content i would take it but i would def pout about it ( ),0,1,0,0,0,0,0,0,1,0,0
Awareness seek shelter letgo old habit of chasing desires resultin in anger fear worry choose satisfaction within peace relax,1,0,0,1,0,0,1,0,0,0,0
More of a hearty italian man myself,0,0,0,0,1,0,1,0,0,0,0
Realising you have no conditioner after already shampooing nightmare,1,0,1,1,0,0,0,0,1,0,0
Sorry i am just angry my drone flew away,1,0,1,0,0,0,0,0,0,0,0
Then it is poor packaging my amazon and the fulfilled seller should be furious as much as you,1,0,1,0,0,0,0,0,1,0,0
"Did not think cadres not getting src deployment would make some cadres so bitter , ku tough macom",1,1,1,0,0,0,0,0,0,0,0
Ok scrubbed hands 5 times before trying to put them  eyeballs burning evenmoreblind accidentally scared the cat whilst screeching,0,0,0,1,0,0,0,0,1,0,0
Terror test     ,0,0,1,1,0,0,0,0,0,0,0
"Umm , the blog says 'with simon stehr faking 7th '  i shall expect an investigation forthwith this is an",1,1,0,0,0,0,0,0,0,0,0
I had no idea until i came off air directing at 7pm shocking,1,0,0,1,0,0,0,0,0,1,0
Why can not you just be mine forlorn,0,0,0,0,1,1,0,0,0,0,0
There is some hilarity in someone who is literally openly anti-science calling others anti-science,0,0,0,0,1,0,0,0,0,0,0
"And there you go after that wild start , would not be surprised at all if sweden wins this game too much experience there to panic",1,1,1,1,1,0,0,0,0,0,0
"Yeah , no i don ' mind tweetin ' that twice blm like That",0,1,0,0,1,0,1,0,0,0,0
And girl i love your perfume there is something bout you,0,0,0,0,1,1,1,0,0,0,0
"Not nice wishing harm on another human being is deplorable your comments show how human , and humane you are",1,0,1,0,0,0,0,0,1,0,0
Most americans think the media is nothing but government propaganda bs lies control bs riggedsystem distrust garbage oreillyfactor,1,0,1,0,0,0,0,0,0,0,0
Panic attacks are the worst feeling really sick and still shaking i should be a sleep depression,0,0,0,1,0,0,0,0,1,0,0
More like quickie divorce awful,1,0,1,0,0,0,0,0,1,0,0
Huff btw ty,0,0,0,0,1,0,0,0,1,0,0
"Lord jesus , i don�t want to be in prison i want to be free entice my heart with the beauty of your truth and allow me to rejoice in it amen",0,0,0,0,0,0,1,0,0,0,0
California sissified pages : ruling class separation in passage to dispirit attestative alphanumeric code : wyrdljpyu,1,0,1,0,1,0,0,0,0,0,0
Only true depression fans will get this one,0,0,0,0,0,0,0,1,1,0,0
"Where is your indignation and outrage over the unarmed deaf white man who was shot and killed by black officer in clt , nc",1,0,1,0,0,0,0,0,0,0,0
"It take so little to make a child is life joyful , why do we work so hard to make their lives hell peace",0,0,1,0,0,0,0,0,1,0,0
"At my funeral , when they close the casket , i want them to play , ' Call recording has completed '' lost podcasting talkshoe",0,1,0,0,0,0,0,0,0,0,0
"Not nice wishing harm on another human being is deplorable your comments show how human , and humane you are bully",1,0,1,0,0,0,0,1,1,0,0
This meth documentary is exhilarating,0,0,0,0,1,0,1,0,0,0,0
"What is good is that we already hit rock bottom , even though i am about two more seasons away from new depths of despair playoffs njdevils",0,0,0,1,0,0,0,0,1,0,0
Overtime  teamna wch2016 nervous,0,0,0,1,0,0,0,1,0,0,0
Look at me made it through the day without a meltdown,0,0,0,0,1,0,1,0,0,0,0
"Beings in my physical reality are my reflection , so me being always joyful extends to their lives",0,0,0,0,1,1,1,0,0,0,0
"Of them i am here for answers , and if i scare her to death , there wo not be answers for me so instead , i just +",0,0,0,1,0,0,0,1,0,0,0
Term 5 security queues at arrivals shocking,0,0,0,0,0,0,0,0,0,1,0
Recently changed to and its the worst service i have ever encountered nearly require dna to access anything awful,1,0,1,1,0,0,0,0,1,0,0
Best segment so far by hilarity,0,1,0,0,1,1,1,0,0,0,0
Cause fail or pass i refuse to be sober,1,0,0,0,0,0,0,0,1,0,0
"Lol i am happy with my negative , realistic ass self sorry to offend you",0,0,0,0,1,0,1,1,1,0,0
Ugh i want to punch a wall every time i have to use 10 literally the worst product ever made windows10 killme,1,0,1,0,0,0,0,0,1,0,0
India is sponsoring terrorism in balochistan kulbhushanyadav an indian spy agent was arrested in balochistan by pakistani forces,0,0,0,1,0,0,0,0,0,0,0
I am depress now,0,0,0,1,0,0,0,1,1,0,0
"Every day i have to think in my mind will this be pleasing to god my decision making , the way i react , treat ppl , speak , am i pleasing god",0,0,0,0,0,0,1,0,0,0,1
"Realest ever , relentless ever , inevitable that i win",0,1,0,0,1,0,1,0,0,0,0
Looks like a book shaped like a gun to me itsagunalright,0,0,1,0,0,0,0,0,0,1,0
The anxiety i have right now,0,0,0,1,0,0,0,1,1,0,0
Wow inadvertently horrible puns is definitely my thing,0,0,0,0,1,0,1,0,0,0,0
Umm that dragons fury ,1,0,1,0,0,0,0,0,0,0,0
"Come here come on into my arms i am not going anywhere , tony , i swear ' steve told him , quiet and solemn",0,0,0,0,0,0,0,0,0,0,0
"There will be no gaming video today an old friend of mine passed last night , so i am taking some time to grieve thank you standuptocancer",0,0,0,0,0,0,0,0,1,0,0
Wan na always be the reason behind her happiness and i shall always keep her smiling no matter what happens,0,0,0,0,1,1,1,0,0,0,1
"Im kind of confused the one thing i do right now has a great future , but on the other hand so does the new thing lost needhelp",0,0,0,0,0,0,0,0,1,0,0
All the optimism ,0,0,0,0,0,0,1,0,0,0,0
Totally get it when you have said no to donuts 13 times one week and lost 0 lbs you get discouraged but it is not linear,0,0,0,0,1,0,1,1,1,0,0
Idiots like larry sanders scare us all how can morons these days rush 2 judge police w/o all facts yet fu thugs,1,0,1,0,0,0,0,0,0,0,0
How did that chop feel you still feel the sting of it looks brutal,1,1,1,0,0,0,0,0,0,0,0
"Happy birthday to my favorite author , horror writer author",0,0,0,0,1,1,1,0,0,0,0
"Even if he says nothing , he shall still piss some people off he is got ta decide who he wants to make angry",1,0,1,0,0,0,0,0,0,0,0
"See , that is how you and michelle are so cheery",0,0,0,0,1,0,1,0,0,0,0
Evening all do not forget it is robinhoodhour tonight bizitalk bizhour southyorkshire mansfieldhour sheffield Hour nottshour,0,1,0,0,1,0,0,0,0,0,0
Fuckin hell even seeing your face makes me fume,1,0,1,0,0,0,0,0,0,0,0
"Anytime gets near a mic , someone needs to smack him w a bat awful marblesinmouth",1,0,1,0,0,0,0,0,0,0,0
Snap : hi Aleshia,0,0,0,0,1,0,0,0,0,0,0
U shd b embrrssd u jack up my bp meds twice and it will still take 3-5 days not express at all expresscripts,1,0,1,0,0,0,0,0,1,0,0
The people that call in to pov on kx4 make my night,0,1,0,0,1,0,0,0,0,0,1
Bridesmaid dresses : having carnal delight in addition to separates : rfpbax,0,1,0,0,1,0,1,0,0,1,0
Some of the casuals tweets that vic has faved are making me gag bitter,1,0,1,0,0,0,0,0,0,0,0
Y'all shabazz is name in my phone is 'easy breezy beautiful ' and i will not apologize,1,1,1,0,1,0,0,0,0,1,0
Chick told me i look like childish gambino insult or compliment,1,1,0,0,0,0,0,0,1,0,0
I lowkey forgot you had twitter and if you do not follow me back im gon na be offended,1,0,1,0,0,0,0,0,1,0,0
You have anger issues,1,0,1,0,0,0,0,0,0,0,0
Eft is the single most effective tool i have learned in 40 years of being a therapist- Dr. curtis a. steele ( psychiatrist ) stress anxiety,0,0,0,1,0,0,0,0,1,0,0
